CENSUS_TRACT_GEOID,COUNTY,STATE,tract_fips,poverty_2020,poverty_2022,poverty_change_20_22,income_2020,income_2022,income_change_20_22,unemployment_2020,unemployment_2022,unemployment_change_20_22,education_2020,education_2022,education_change_20_22,housing_burden_2020,housing_burden_2022,housing_burden_change_20_22,no_vehicle_2020,no_vehicle_2022,no_vehicle_change_20_22,food_access_population_2020,food_access_population_2022,food_access_population_change_20_22,uninsured_2020,uninsured_2022,uninsured_change_20_22,disability_2020,disability_2022,disability_change_20_22,broadband_2020,broadband_2022,broadband_change_20_22
6001421700,Alameda County,California,6001421700,12.9,18.2,5.3,89931.0,108339,18408.0,3.5,2.0,-1.5,79.1,79.2,0.1,28.1,27.3,-0.8,15.9,13.8,-2.1,91.18,69.5,-21.68,2.8,3.5,0.7,12.3,12.6,0.3,87.8,87.0,-0.8
6001421800,Alameda County,California,6001421800,6.0,4.9,-1.1,151393.0,171168,19775.0,4.9,2.9,-2.0,83.0,79.3,-3.7,14.9,14.7,-0.2,8.6,6.1,-2.5,59.04,0.74,-58.3,0.5,1.2,0.7,8.3,9.1,0.8,96.5,97.7,1.2
6001421900,Alameda County,California,6001421900,4.5,5.1,0.6,115583.0,160063,44480.0,4.7,1.5,-3.2,75.7,75.5,-0.2,18.6,17.7,-0.9,7.4,10.6,3.2,43.62,73.08,29.46,2.6,2.5,-0.1,5.5,7.7,2.2,95.4,94.0,-1.4
6001422000,Alameda County,California,6001422000,14.0,7.8,-6.2,125218.0,140331,15113.0,3.0,2.2,-0.8,67.1,67.1,0.0,25.0,15.9,-9.1,10.0,10.0,0.0,8.35,7.91,-0.44,2.0,1.1,-0.9,11.2,13.5,2.3,95.0,97.8,2.8
6001422100,Alameda County,California,6001422100,7.5,3.3,-4.2,98083.0,124583,26500.0,4.4,4.6,0.2,61.9,62.1,0.2,30.9,26.2,-4.7,15.6,9.1,-6.5,90.78,52.37,-38.41,1.5,1.5,0.0,11.7,13.0,1.3,97.3,97.7,0.4
6001422200,Alameda County,California,6001422200,8.9,6.4,-2.5,93432.0,105750,12318.0,1.8,5.2,3.4,73.9,74.9,1.0,23.8,20.1,-3.7,10.0,11.3,1.3,16.85,26.17,9.32,3.5,1.8,-1.7,4.7,7.7,3.0,94.3,91.6,-2.7
6001422300,Alameda County,California,6001422300,11.2,10.4,-0.8,83214.0,93750,10536.0,4.8,6.8,2.0,77.3,69.7,-7.6,31.2,25.9,-5.3,19.7,23.8,4.1,71.95,87.75,15.8,4.0,6.5,2.5,7.3,7.9,0.6,93.6,93.7,0.1
6001422400,Alameda County,California,6001422400,23.9,17.2,-6.7,62184.0,69717,7533.0,8.8,6.2,-2.6,76.9,85.5,8.6,46.7,45.7,-1.0,33.9,33.6,-0.3,63.87,99.46,35.59,4.2,2.5,-1.7,6.7,10.0,3.3,95.6,94.3,-1.3
6001422500,Alameda County,California,6001422500,29.5,27.2,-2.3,52917.0,58558,5641.0,4.9,2.8,-2.1,65.3,68.8,3.5,53.5,51.5,-2.0,21.6,21.8,0.2,62.96,60.51,-2.45,8.5,9.5,1.0,5.6,6.0,0.4,95.0,97.2,2.2
6001422700,Alameda County,California,6001422700,45.8,51.1,5.3,48125.0,42417,-5708.0,8.5,6.9,-1.6,76.4,78.8,2.4,53.1,44.1,-9.0,35.9,38.2,2.3,100.0,100.0,0.0,1.4,2.3,0.9,8.9,10.2,1.3,86.0,87.0,1.0
6001422800,Alameda County,California,6001422800,65.1,61.6,-3.5,20579.0,26056,5477.0,12.8,12.8,0.0,63.8,64.7,0.9,68.0,68.7,0.7,71.2,71.1,-0.1,39.25,42.1,2.85,3.6,3.5,-0.1,5.2,6.9,1.7,96.2,96.0,-0.2
6001422901,Alameda County,California,6001422901,40.6,40.5,-0.1,44933.0,49604,4671.0,4.9,8.2,3.3,63.5,65.7,2.2,46.0,39.8,-6.2,50.7,43.9,-6.8,70.41,28.72,-41.69,2.5,3.0,0.5,7.0,5.3,-1.7,92.6,87.3,-5.3
6001422902,Alameda County,California,6001422902,40.4,51.6,11.2,31012.0,90230,59218.0,2.4,0.0,-2.4,59.4,60.4,1.0,51.7,51.2,-0.5,59.0,50.7,-8.3,99.25,66.0,-33.25,0.4,3.7,3.3,12.8,8.7,-4.1,79.8,89.0,9.2
6001423000,Alameda County,California,6001423000,10.2,10.6,0.4,81549.0,86917,5368.0,3.0,4.1,1.1,83.5,84.7,1.2,38.1,36.8,-1.3,19.4,12.2,-7.2,72.08,100.0,27.92,4.4,1.6,-2.8,9.9,9.0,-0.9,97.3,97.0,-0.3
6001423100,Alameda County,California,6001423100,14.7,17.1,2.4,69057.0,61161,-7896.0,3.1,4.8,1.7,63.4,61.5,-1.9,43.3,41.0,-2.3,31.9,31.3,-0.6,40.37,21.58,-18.79,2.5,2.2,-0.3,18.3,21.9,3.6,89.8,92.5,2.7
6001423200,Alameda County,California,6001423200,17.8,17.0,-0.8,77063.0,80106,3043.0,1.8,2.0,0.2,46.6,58.1,11.5,36.2,36.4,0.2,18.4,25.2,6.8,0.0,23.93,23.93,2.1,3.7,1.6,13.1,16.6,3.5,90.3,88.4,-1.9
6001423400,Alameda County,California,6001423400,14.0,14.6,0.6,73862.0,107455,33593.0,6.5,6.4,-0.1,64.8,62.2,-2.6,38.7,29.1,-9.6,9.8,14.9,5.1,57.12,100.0,42.88,3.5,7.3,3.8,13.8,11.3,-2.5,91.8,93.3,1.5
6001423602,Alameda County,California,6001423602,49.4,50.5,1.1,60228.0,59297,-931.0,3.9,7.6,3.7,68.4,66.5,-1.9,42.5,48.2,5.7,37.2,36.1,-1.1,28.73,27.34,-1.39,3.7,1.4,-2.3,8.6,5.6,-3.0,92.6,98.4,5.8
6001423700,Alameda County,California,6001423700,17.7,16.5,-1.2,102763.0,108750,5987.0,3.8,5.4,1.6,82.2,80.5,-1.7,29.1,24.7,-4.4,13.8,19.1,5.3,69.67,82.28,12.61,1.9,1.2,-0.7,6.2,7.5,1.3,91.4,92.4,1.0
6001423800,Alameda County,California,6001423800,9.2,7.8,-1.4,181938.0,191838,9900.0,3.5,3.9,0.4,87.4,89.7,2.3,12.8,10.6,-2.2,3.3,3.2,-0.1,23.09,21.41,-1.68,4.6,3.3,-1.3,9.8,7.4,-2.4,98.0,98.7,0.7
6001423901,Alameda County,California,6001423901,7.8,8.9,1.1,99271.0,105625,6354.0,6.2,5.8,-0.4,63.9,65.6,1.7,29.5,29.1,-0.4,19.2,14.9,-4.3,4.38,0.0,-4.38,5.5,2.9,-2.6,12.5,13.2,0.7,89.8,93.5,3.7
6001424002,Alameda County,California,6001424002,8.6,7.5,-1.1,87321.0,103393,16072.0,7.7,9.0,1.3,48.5,53.3,4.8,30.0,28.6,-1.4,16.0,21.4,5.4,14.46,11.65,-2.81,8.5,5.3,-3.2,14.0,12.4,-1.6,80.4,86.7,6.3
6001425101,Alameda County,California,6001425101,7.7,6.2,-1.5,82065.0,81722,-343.0,4.6,5.2,0.6,70.6,62.7,-7.9,32.9,35.6,2.7,11.2,12.3,1.1,6.32,12.9,6.58,8.4,8.6,0.2,14.0,11.9,-2.1,96.0,97.5,1.5
6001425102,Alameda County,California,6001425102,8.4,6.9,-1.5,112386.0,124375,11989.0,0.4,1.9,1.5,75.8,77.3,1.5,21.6,21.2,-0.4,11.5,15.6,4.1,0.0,0.0,0.0,3.0,4.1,1.1,5.3,5.2,-0.1,97.9,99.1,1.2
6001425103,Alameda County,California,6001425103,9.3,9.0,-0.3,105000.0,119301,14301.0,6.1,9.6,3.5,72.7,71.5,-1.2,21.8,20.2,-1.6,6.5,8.5,2.0,96.39,23.89,-72.5,6.2,3.8,-2.4,8.9,7.4,-1.5,97.3,97.3,0.0
6001425104,Alameda County,California,6001425104,22.3,22.4,0.1,87313.0,119083,31770.0,4.1,3.8,-0.3,68.0,73.9,5.9,33.7,29.1,-4.6,17.1,20.0,2.9,20.79,18.0,-2.79,1.1,1.4,0.3,8.7,10.8,2.1,86.0,86.2,0.2
6001426200,Alameda County,California,6001426200,3.9,6.5,2.6,220521.0,250001,29480.0,6.6,6.5,-0.1,82.4,83.3,0.9,15.5,10.0,-5.5,2.3,3.3,1.0,60.08,57.47,-2.61,1.8,0.0,-1.8,7.4,9.5,2.1,97.6,98.4,0.8
6001427100,Alameda County,California,6001427100,3.5,1.7,-1.8,163060.0,215045,51985.0,5.8,6.4,0.6,62.5,68.7,6.2,11.7,7.9,-3.8,3.1,0.0,-3.1,0.0,0.0,0.0,1.1,0.8,-0.3,10.6,5.8,-4.8,96.2,98.8,2.6
6001427200,Alameda County,California,6001427200,6.9,6.9,0.0,87438.0,118571,31133.0,3.9,5.5,1.6,44.3,51.6,7.3,33.1,24.6,-8.5,10.9,9.1,-1.8,37.22,39.43,2.21,3.6,4.3,0.7,10.4,9.4,-1.0,96.1,96.1,0.0
6001427300,Alameda County,California,6001427300,7.5,10.4,2.9,92958.0,124432,31474.0,2.9,2.4,-0.5,54.0,57.4,3.4,33.9,23.5,-10.4,7.3,8.4,1.1,32.99,35.47,2.48,4.1,2.7,-1.4,11.4,10.4,-1.0,93.2,93.0,-0.2
6001427600,Alameda County,California,6001427600,9.5,13.1,3.6,80591.0,91820,11229.0,2.5,8.5,6.0,45.2,45.0,-0.2,35.3,33.6,-1.7,12.6,14.3,1.7,20.84,21.59,0.75,3.0,7.5,4.5,10.2,10.7,0.5,84.8,82.6,-2.2
6001427800,Alameda County,California,6001427800,8.2,6.7,-1.5,99618.0,132647,33029.0,4.3,4.6,0.3,51.3,59.7,8.4,34.1,33.2,-0.9,13.3,8.8,-4.5,20.4,15.23,-5.17,2.6,2.7,0.1,11.6,8.7,-2.9,87.5,90.3,2.8
6001428000,Alameda County,California,6001428000,7.3,6.6,-0.7,92344.0,90750,-1594.0,6.4,11.6,5.2,58.1,60.7,2.6,26.7,33.3,6.6,12.8,4.0,-8.8,4.61,99.29,94.68,6.2,4.5,-1.7,7.0,4.5,-2.5,91.6,96.9,5.3
6001428100,Alameda County,California,6001428100,3.6,4.6,1.0,117250.0,155071,37821.0,2.0,4.0,2.0,57.2,57.5,0.3,23.0,11.9,-11.1,8.3,6.1,-2.2,24.05,63.45,39.4,2.8,1.3,-1.5,9.7,7.2,-2.5,93.7,94.7,1.0
6001428200,Alameda County,California,6001428200,4.1,7.0,2.9,91705.0,103333,11628.0,2.1,2.7,0.6,58.7,60.9,2.2,33.8,37.2,3.4,4.4,5.5,1.1,0.0,0.0,0.0,2.3,2.8,0.5,12.9,12.4,-0.5,90.3,93.1,2.8
6001428301,Alameda County,California,6001428301,1.4,1.5,0.1,149010.0,191875,42865.0,4.2,4.6,0.4,57.2,60.3,3.1,12.4,10.7,-1.7,2.4,1.3,-1.1,37.13,39.46,2.33,2.3,2.3,0.0,4.9,7.3,2.4,93.6,97.9,4.3
6001428400,Alameda County,California,6001428400,12.9,15.0,2.1,83182.0,94231,11049.0,3.7,5.4,1.7,58.5,50.8,-7.7,33.3,37.0,3.7,5.2,6.8,1.6,0.0,0.0,0.0,4.1,1.8,-2.3,7.1,7.8,0.7,91.4,92.8,1.4
6001428500,Alameda County,California,6001428500,12.5,4.5,-8.0,99351.0,138571,39220.0,3.7,2.0,-1.7,51.9,53.6,1.7,21.4,14.9,-6.5,15.0,9.4,-5.6,54.39,58.8,4.41,1.5,1.0,-0.5,10.1,12.8,2.7,90.0,94.7,4.7
6001428600,Alameda County,California,6001428600,9.0,5.3,-3.7,111382.0,116833,5451.0,2.9,2.3,-0.6,59.4,61.9,2.5,25.8,20.6,-5.2,6.6,6.8,0.2,89.89,85.45,-4.44,0.8,0.6,-0.2,8.8,9.1,0.3,90.6,93.1,2.5
6001428700,Alameda County,California,6001428700,18.1,15.3,-2.8,80458.0,117153,36695.0,9.0,7.8,-1.2,54.3,54.1,-0.2,23.9,23.1,-0.8,25.6,18.9,-6.7,33.54,35.5,1.96,4.7,5.7,1.0,8.6,10.2,1.6,88.3,90.0,1.7
6001430101,Alameda County,California,6001430101,3.3,6.0,2.7,174506.0,204527,30021.0,4.3,5.3,1.0,62.7,64.0,1.3,6.7,8.0,1.3,2.5,0.6,-1.9,87.38,78.48,-8.9,3.5,4.3,0.8,7.7,6.1,-1.6,96.6,97.4,0.8
6001430102,Alameda County,California,6001430102,4.6,5.5,0.9,151532.0,177250,25718.0,3.2,2.5,-0.7,55.1,54.9,-0.2,12.0,16.2,4.2,1.4,1.2,-0.2,100.0,95.69,-4.31,0.8,0.6,-0.2,8.0,9.3,1.3,99.4,97.5,-1.9
6001430200,Alameda County,California,6001430200,2.9,5.1,2.2,145461.0,183182,37721.0,3.6,5.9,2.3,52.5,48.8,-3.7,15.9,14.8,-1.1,3.3,2.6,-0.7,100.0,92.9,-7.1,4.9,4.8,-0.1,10.4,10.1,-0.3,92.4,97.4,5.0
6001430300,Alameda County,California,6001430300,3.4,3.6,0.2,140735.0,169646,28911.0,3.6,7.0,3.4,40.7,44.2,3.5,17.5,10.9,-6.6,1.8,3.4,1.6,100.0,100.0,0.0,0.8,3.1,2.3,11.1,7.7,-3.4,91.3,94.1,2.8
6001430400,Alameda County,California,6001430400,4.0,2.5,-1.5,187583.0,206750,19167.0,9.3,4.9,-4.4,60.5,64.3,3.8,3.5,3.1,-0.4,4.3,4.1,-0.2,100.0,100.0,0.0,2.7,0.6,-2.1,7.4,4.6,-2.8,93.1,94.1,1.0
6001430500,Alameda County,California,6001430500,21.4,9.1,-12.3,77417.0,99189,21772.0,4.4,4.0,-0.4,30.6,36.5,5.9,32.7,19.7,-13.0,6.5,1.5,-5.0,100.0,100.0,0.0,5.5,3.1,-2.4,9.1,8.0,-1.1,88.7,93.1,4.4
6001430600,Alameda County,California,6001430600,7.3,6.8,-0.5,118018.0,144922,26904.0,3.3,3.4,0.1,35.3,35.9,0.6,20.0,16.9,-3.1,4.5,2.9,-1.6,97.3,97.98,0.68,3.2,0.6,-2.6,15.8,11.8,-4.0,95.8,98.5,2.7
6001430800,Alameda County,California,6001430800,10.5,8.5,-2.0,82750.0,98038,15288.0,2.8,2.2,-0.6,35.8,35.3,-0.5,25.5,28.2,2.7,2.9,2.7,-0.2,40.8,41.82,1.02,2.4,2.2,-0.2,8.5,9.2,0.7,90.9,87.3,-3.6
6001430900,Alameda County,California,6001430900,15.0,15.4,0.4,83571.0,105227,21656.0,4.8,3.0,-1.8,32.3,33.0,0.7,39.8,32.7,-7.1,3.5,8.8,5.3,13.47,17.06,3.59,5.2,7.1,1.9,8.7,7.9,-0.8,87.9,91.0,3.1
6001431000,Alameda County,California,6001431000,11.8,13.4,1.6,71490.0,87083,15593.0,3.4,3.3,-0.1,35.7,35.1,-0.6,33.8,25.1,-8.7,7.2,9.8,2.6,26.44,19.53,-6.91,7.0,3.7,-3.3,9.3,13.3,4.0,92.7,95.1,2.4
6001431100,Alameda County,California,6001431100,6.9,4.6,-2.3,87204.0,98255,11051.0,2.1,0.7,-1.4,30.2,29.5,-0.7,35.3,29.8,-5.5,10.3,8.2,-2.1,44.53,36.23,-8.3,7.4,8.5,1.1,10.7,11.0,0.3,90.8,93.5,2.7
6001431200,Alameda County,California,6001431200,5.7,7.5,1.8,98611.0,106250,7639.0,2.9,1.3,-1.6,41.0,42.3,1.3,25.9,30.9,5.0,7.2,9.7,2.5,36.47,33.22,-3.25,5.4,8.3,2.9,12.2,9.8,-2.4,87.6,90.9,3.3
6001432100,Alameda County,California,6001432100,4.1,4.7,0.6,140781.0,172278,31497.0,5.7,1.8,-3.9,54.7,54.3,-0.4,20.1,15.4,-4.7,5.0,2.4,-2.6,15.76,13.0,-2.76,1.3,4.1,2.8,7.8,4.1,-3.7,89.7,90.5,0.8
6001432200,Alameda County,California,6001432200,9.8,12.6,2.8,100152.0,94276,-5876.0,2.9,4.9,2.0,45.6,41.1,-4.5,31.2,32.0,0.8,10.8,12.7,1.9,61.63,25.79,-35.84,3.2,1.7,-1.5,7.9,11.8,3.9,89.5,87.8,-1.7
6001432300,Alameda County,California,6001432300,5.0,7.0,2.0,104441.0,154028,49587.0,6.5,5.1,-1.4,36.0,43.9,7.9,20.2,16.5,-3.7,4.4,3.6,-0.8,4.81,5.55,0.74,3.8,5.0,1.2,9.9,10.0,0.1,91.2,94.7,3.5
6001432400,Alameda County,California,6001432400,7.9,7.4,-0.5,78750.0,82424,3674.0,4.1,7.0,2.9,18.9,20.5,1.6,33.8,34.6,0.8,3.4,8.5,5.1,25.3,25.58,0.28,6.9,5.2,-1.7,11.0,14.7,3.7,91.2,92.6,1.4
6001432501,Alameda County,California,6001432501,6.3,5.6,-0.7,75408.0,112531,37123.0,2.9,2.8,-0.1,26.1,28.0,1.9,28.1,19.0,-9.1,5.4,8.0,2.6,54.27,62.9,8.63,5.6,6.6,1.0,8.6,8.5,-0.1,92.2,96.3,4.1
6001432602,Alameda County,California,6001432602,8.5,3.0,-5.5,76908.0,109274,32366.0,5.7,1.8,-3.9,22.2,32.1,9.9,38.9,24.8,-14.1,3.4,9.9,6.5,49.4,89.67,40.27,8.7,2.7,-6.0,12.8,11.0,-1.8,91.9,94.4,2.5
6001432700,Alameda County,California,6001432700,4.6,6.1,1.5,108167.0,92128,-16039.0,9.7,12.8,3.1,37.0,34.1,-2.9,25.5,24.6,-0.9,0.0,1.4,1.4,64.4,57.23,-7.17,6.3,7.8,1.5,4.8,7.7,2.9,88.1,91.6,3.5
6001433000,Alameda County,California,6001433000,17.1,9.0,-8.1,88728.0,96237,7509.0,6.3,4.0,-2.3,38.7,38.5,-0.2,26.7,19.9,-6.8,2.9,3.6,0.7,8.53,10.9,2.37,3.8,3.7,-0.1,10.9,11.4,0.5,94.9,97.0,2.1
6001433103,Alameda County,California,6001433103,10.8,13.4,2.6,60194.0,72813,12619.0,6.5,6.6,0.1,22.0,18.6,-3.4,42.9,40.9,-2.0,5.6,6.4,0.8,0.0,0.0,0.0,9.2,10.1,0.9,15.2,17.2,2.0,85.7,90.9,5.2
6001433104,Alameda County,California,6001433104,20.4,10.5,-9.9,51042.0,75841,24799.0,5.8,3.3,-2.5,30.7,25.8,-4.9,55.3,43.7,-11.6,18.1,23.4,5.3,1.33,0.18,-1.15,2.7,2.3,-0.4,21.4,19.0,-2.4,81.7,84.3,2.6
6001433200,Alameda County,California,6001433200,15.0,13.4,-1.6,67361.0,78701,11340.0,2.2,4.9,2.7,20.9,26.4,5.5,37.0,35.1,-1.9,6.6,11.6,5.0,11.03,5.51,-5.52,9.0,7.2,-1.8,8.0,15.1,7.1,88.4,93.9,5.5
6001433300,Alameda County,California,6001433300,8.5,4.8,-3.7,104598.0,103792,-806.0,6.2,7.9,1.7,22.3,19.8,-2.5,14.7,10.4,-4.3,1.1,1.4,0.3,50.73,47.43,-3.3,3.7,2.2,-1.5,12.5,16.9,4.4,93.1,90.5,-2.6
6001433400,Alameda County,California,6001433400,3.9,3.9,0.0,120362.0,113633,-6729.0,3.6,3.3,-0.3,39.9,44.9,5.0,18.2,15.5,-2.7,3.1,4.5,1.4,12.11,16.04,3.93,2.4,3.2,0.8,12.5,9.2,-3.3,87.9,91.3,3.4
6001433500,Alameda County,California,6001433500,5.5,11.1,5.6,98194.0,86250,-11944.0,7.2,8.3,1.1,30.1,36.2,6.1,18.0,32.5,14.5,7.0,6.9,-0.1,0.77,34.16,33.39,4.7,6.8,2.1,8.9,7.4,-1.5,85.2,89.8,4.6
6001433700,Alameda County,California,6001433700,20.8,21.0,0.2,77177.0,81992,4815.0,0.4,5.0,4.6,22.8,18.3,-4.5,40.4,40.7,0.3,2.3,2.4,0.1,57.28,54.9,-2.38,5.4,3.8,-1.6,11.1,20.1,9.0,87.7,93.6,5.9
6001433801,Alameda County,California,6001433801,5.8,8.2,2.4,66492.0,94254,27762.0,5.6,9.0,3.4,21.0,21.5,0.5,32.7,29.2,-3.5,5.4,3.8,-1.6,44.81,12.18,-32.63,6.4,9.1,2.7,8.6,9.0,0.4,79.1,85.6,6.5
6001433802,Alameda County,California,6001433802,8.3,8.4,0.1,79894.0,100784,20890.0,1.2,3.7,2.5,27.0,36.2,9.2,32.0,31.1,-0.9,15.4,17.3,1.9,2.61,13.63,11.02,5.7,2.7,-3.0,10.8,7.4,-3.4,91.7,95.6,3.9
6001435102,Alameda County,California,6001435102,13.3,10.5,-2.8,118125.0,138859,20734.0,8.3,9.1,0.8,49.6,49.1,-0.5,10.7,12.2,1.5,1.5,0.5,-1.0,100.0,100.0,0.0,2.9,2.9,0.0,6.4,5.2,-1.2,97.4,99.1,1.7
6001435103,Alameda County,California,6001435103,2.3,3.1,0.8,206098.0,232569,26471.0,6.3,3.9,-2.4,68.9,64.6,-4.3,11.3,8.9,-2.4,0.0,0.7,0.7,86.39,82.52,-3.87,0.9,0.9,0.0,7.0,7.7,0.7,97.0,98.4,1.4
6001435104,Alameda County,California,6001435104,7.0,6.6,-0.4,91864.0,112692,20828.0,6.5,3.2,-3.3,28.6,34.9,6.3,37.5,27.4,-10.1,7.5,4.4,-3.1,57.59,52.0,-5.59,3.7,4.2,0.5,5.7,9.0,3.3,88.5,91.4,2.9
6001435200,Alameda County,California,6001435200,3.6,5.6,2.0,118512.0,134167,15655.0,2.4,6.2,3.8,34.6,42.5,7.9,15.0,12.1,-2.9,2.7,2.2,-0.5,52.88,48.91,-3.97,2.2,1.0,-1.2,17.9,16.8,-1.1,86.0,90.0,4.0
6001435300,Alameda County,California,6001435300,6.3,8.6,2.3,78750.0,89205,10455.0,5.7,3.8,-1.9,35.1,34.4,-0.7,34.3,36.9,2.6,5.1,4.3,-0.8,11.98,6.72,-5.26,6.0,10.8,4.8,13.3,13.3,0.0,91.6,97.3,5.7
6001435400,Alameda County,California,6001435400,19.0,16.8,-2.2,67714.0,80816,13102.0,7.9,6.5,-1.4,25.8,27.1,1.3,41.0,32.0,-9.0,21.7,18.6,-3.1,5.95,3.8,-2.15,4.7,2.5,-2.2,11.9,15.3,3.4,87.0,86.7,-0.3
6001435602,Alameda County,California,6001435602,9.8,9.3,-0.5,81571.0,86099,4528.0,5.1,6.8,1.7,15.7,17.9,2.2,24.9,30.4,5.5,7.8,6.5,-1.3,92.44,90.85,-1.59,3.3,4.0,0.7,14.8,17.5,2.7,93.5,94.2,0.7
6001435700,Alameda County,California,6001435700,10.1,5.7,-4.4,88264.0,98125,9861.0,11.1,7.4,-3.7,19.7,16.4,-3.3,24.3,21.8,-2.5,1.1,1.8,0.7,18.75,26.56,7.81,5.7,0.9,-4.8,13.9,19.4,5.5,93.7,90.7,-3.0
6001435800,Alameda County,California,6001435800,6.5,5.4,-1.1,106667.0,100882,-5785.0,4.0,5.2,1.2,25.9,27.2,1.3,17.5,17.7,0.2,1.6,0.0,-1.6,2.88,3.68,0.8,4.6,3.3,-1.3,10.1,16.9,6.8,92.8,91.7,-1.1
6001435900,Alameda County,California,6001435900,4.6,3.2,-1.4,96914.0,113750,16836.0,6.3,7.8,1.5,29.2,30.6,1.4,18.7,15.1,-3.6,5.3,4.6,-0.7,80.07,84.8,4.73,3.9,3.9,0.0,8.6,10.9,2.3,90.1,91.0,0.9
6001436200,Alameda County,California,6001436200,14.4,10.9,-3.5,56223.0,72740,16517.0,9.2,3.7,-5.5,16.4,22.6,6.2,45.4,44.3,-1.1,9.2,6.1,-3.1,16.4,20.44,4.04,5.7,3.5,-2.2,10.8,11.2,0.4,85.8,85.8,0.0
6001436301,Alameda County,California,6001436301,10.3,9.6,-0.7,108120.0,149063,40943.0,5.0,5.2,0.2,38.4,48.5,10.1,27.5,23.3,-4.2,5.2,5.9,0.7,60.01,18.8,-41.21,4.0,2.0,-2.0,10.0,10.5,0.5,93.9,95.1,1.2
6001436302,Alameda County,California,6001436302,9.4,6.1,-3.3,100063.0,90833,-9230.0,1.9,4.7,2.8,27.0,34.5,7.5,23.9,21.1,-2.8,6.0,9.7,3.7,59.82,33.53,-26.29,13.5,8.5,-5.0,14.8,19.1,4.3,94.0,92.4,-1.6
6001436402,Alameda County,California,6001436402,2.6,1.8,-0.8,146506.0,152917,6411.0,2.6,8.2,5.6,52.3,50.3,-2.0,8.7,7.7,-1.0,2.2,1.1,-1.1,100.0,97.82,-2.18,4.1,1.3,-2.8,9.5,9.9,0.4,93.8,93.5,-0.3
6001436403,Alameda County,California,6001436403,7.3,20.4,13.1,95694.0,75179,-20515.0,5.7,8.7,3.0,40.8,39.0,-1.8,33.0,40.4,7.4,8.1,6.4,-1.7,52.3,50.26,-2.04,1.8,10.2,8.4,8.9,10.7,1.8,90.6,91.3,0.7
6001436404,Alameda County,California,6001436404,1.1,1.6,0.5,122161.0,150903,28742.0,3.1,2.5,-0.6,49.5,48.2,-1.3,20.2,13.9,-6.3,4.2,1.5,-2.7,100.0,34.82,-65.18,3.2,3.7,0.5,7.1,8.6,1.5,97.7,95.4,-2.3
6001436500,Alameda County,California,6001436500,15.5,12.6,-2.9,70821.0,85319,14498.0,6.1,6.8,0.7,29.9,29.6,-0.3,44.3,31.3,-13.0,7.9,5.4,-2.5,29.06,26.99,-2.07,6.1,9.1,3.0,5.1,5.5,0.4,88.2,91.4,3.2
6001436601,Alameda County,California,6001436601,7.7,13.0,5.3,77411.0,77982,571.0,4.6,2.8,-1.8,19.7,20.8,1.1,40.0,39.8,-0.2,4.3,5.7,1.4,5.53,2.34,-3.19,1.8,2.5,0.7,10.7,8.6,-2.1,92.9,87.7,-5.2
6001436602,Alameda County,California,6001436602,9.8,10.7,0.9,66389.0,92125,25736.0,3.6,7.9,4.3,19.4,18.8,-0.6,37.1,33.1,-4.0,7.8,8.0,0.2,42.86,75.86,33.0,4.0,4.6,0.6,8.4,9.9,1.5,88.2,88.8,0.6
6001436700,Alameda County,California,6001436700,15.3,10.0,-5.3,84000.0,100242,16242.0,1.0,1.4,0.4,24.8,24.7,-0.1,29.9,29.7,-0.2,5.6,1.7,-3.9,85.26,88.23,2.97,1.5,6.8,5.3,10.1,9.1,-1.0,91.4,95.5,4.1
6001436800,Alameda County,California,6001436800,5.9,10.5,4.6,103750.0,103567,-183.0,2.6,5.5,2.9,32.8,31.2,-1.6,17.5,18.7,1.2,4.9,6.4,1.5,0.0,2.94,2.94,4.0,6.0,2.0,9.7,14.7,5.0,94.0,95.7,1.7
6001436900,Alameda County,California,6001436900,14.6,11.9,-2.7,68988.0,96719,27731.0,3.7,3.1,-0.6,20.9,22.8,1.9,40.9,35.7,-5.2,6.3,3.2,-3.1,2.67,7.93,5.26,5.4,4.3,-1.1,7.1,6.1,-1.0,89.5,87.2,-2.3
6001437000,Alameda County,California,6001437000,3.4,5.2,1.8,99485.0,115273,15788.0,4.1,5.0,0.9,27.4,32.5,5.1,21.6,17.7,-3.9,4.6,6.2,1.6,19.88,19.25,-0.63,2.1,4.4,2.3,11.9,15.3,3.4,86.5,89.3,2.8
6001437102,Alameda County,California,6001437102,10.9,10.3,-0.6,73750.0,82443,8693.0,3.5,7.5,4.0,19.4,20.1,0.7,37.7,38.2,0.5,11.6,10.3,-1.3,24.72,7.78,-16.94,5.8,6.7,0.9,14.3,14.5,0.2,92.5,90.9,-1.6
6001437200,Alameda County,California,6001437200,7.7,12.3,4.6,87391.0,100946,13555.0,8.9,9.0,0.1,40.1,35.4,-4.7,26.5,25.6,-0.9,5.4,5.8,0.4,41.95,50.68,8.73,6.4,8.7,2.3,9.3,9.1,-0.2,92.0,96.6,4.6
6001437300,Alameda County,California,6001437300,16.0,19.1,3.1,55938.0,59847,3909.0,8.1,8.7,0.6,31.8,31.7,-0.1,32.8,34.2,1.4,18.5,20.3,1.8,71.65,8.88,-62.77,6.0,5.7,-0.3,10.8,10.7,-0.1,76.0,77.1,1.1
