state_abbreviation,state_county_fips,county_name,tract_fips,tract_id,social_vulnerability_index,poverty_rate,median_household_income,uninsured_rate,housing_cost_burden,no_vehicle_rate,low_access_households_no_vehicle,low_access_population_rate,disability_rate,unemployment_rate,no_internet_access_rate,limited_english_rate
CA,6001,Alameda County,6001432200,6001432200,0.5102,12.6,94276.0,1.7,32.0,12.7,0.0,25.79,11.8,4.9,12.2,4.0
CA,6001,Alameda County,6001432300,6001432300,0.3184,7.0,154028.0,5.0,16.5,3.6,4.81,5.55,10.0,5.1,5.3,7.4
CA,6001,Alameda County,6001432400,6001432400,0.7525,7.4,82424.0,5.2,34.6,8.5,4.93,25.58,14.7,7.0,7.4,10.6
CA,6001,Alameda County,6001432501,6001432501,0.457,5.6,112531.0,6.6,19.0,8.0,8.12,62.9,8.5,2.8,3.7,17.9
CA,6001,Alameda County,6001432502,6001432502,0.7769,13.8,97412.0,8.1,32.6,7.4,9.0,49.79,9.4,5.2,7.0,9.9
CA,6001,Alameda County,6001432601,6001432601,0.6357,10.3,91767.0,5.2,29.6,14.2,18.31,0.0,10.8,3.8,7.6,5.5
CA,6001,Alameda County,6001432602,6001432602,0.6027,3.0,109274.0,2.7,24.8,9.9,1.8,89.67,11.0,1.8,5.2,8.7
CA,6001,Alameda County,6001432700,6001432700,0.4842,6.1,92128.0,7.8,24.6,1.4,4.6,57.23,7.7,12.8,3.9,9.6
CA,6001,Alameda County,6001432800,6001432800,0.3008,1.9,135313.0,1.7,21.4,2.1,1.92,89.91,8.1,4.9,14.0,7.4
CA,6001,Alameda County,6001433000,6001433000,0.3855,9.0,96237.0,3.7,19.9,3.6,0.0,10.9,11.4,4.0,3.0,11.8
CA,6001,Alameda County,6001433102,6001433102,0.4976,2.8,120577.0,4.8,20.8,3.5,3.49,7.46,7.4,1.3,3.0,18.0
CA,6001,Alameda County,6001433103,6001433103,0.7473,13.4,72813.0,10.1,40.9,6.4,0.0,0.0,17.2,6.6,9.1,14.6
CA,6001,Alameda County,6001433104,6001433104,0.8107,10.5,75841.0,2.3,43.7,23.4,0.55,0.18,19.0,3.3,15.7,6.5
CA,6001,Alameda County,6001433200,6001433200,0.797,13.4,78701.0,7.2,35.1,11.6,5.1,5.51,15.1,4.9,6.1,18.0
CA,6001,Alameda County,6001433300,6001433300,0.4826,4.8,103792.0,2.2,10.4,1.4,1.02,47.43,16.9,7.9,9.5,20.2
CA,6001,Alameda County,6001433400,6001433400,0.4095,3.9,113633.0,3.2,15.5,4.5,0.89,16.04,9.2,3.3,7.4,9.5
CA,6001,Alameda County,6001433500,6001433500,0.5461,11.1,86250.0,6.8,32.5,6.9,2.73,34.16,7.4,8.3,10.2,17.8
CA,6001,Alameda County,6001433600,6001433600,0.5062,12.2,85886.0,1.6,22.9,18.3,1.84,2.88,10.7,3.6,9.7,13.9
CA,6001,Alameda County,6001433700,6001433700,0.6832,21.0,81992.0,3.8,40.7,2.4,0.0,54.9,20.1,5.0,6.4,11.0
CA,6001,Alameda County,6001433801,6001433801,0.6176,8.2,94254.0,9.1,29.2,3.8,0.14,12.18,9.0,9.0,14.4,24.2
CA,6001,Alameda County,6001433802,6001433802,0.4663,8.4,100784.0,2.7,31.1,17.3,6.19,13.63,7.4,3.7,4.4,10.9
CA,6001,Alameda County,6001433900,6001433900,0.9321,15.7,70552.0,7.6,46.4,6.1,13.89,99.99,9.5,7.9,5.8,16.2
CA,6001,Alameda County,6001434000,6001434000,0.9497,24.2,48023.0,6.8,43.9,17.2,12.11,87.55,15.6,7.5,8.8,17.1
CA,6001,Alameda County,6001435102,6001435102,0.2874,10.5,138859.0,2.9,12.2,0.5,6.08,100.0,5.2,9.1,0.9,3.7
CA,6001,Alameda County,6001435103,6001435103,0.0965,3.1,232569.0,0.9,8.9,0.7,0.0,82.52,7.7,3.9,1.6,6.4
CA,6001,Alameda County,6001435104,6001435104,0.4314,6.6,112692.0,4.2,27.4,4.4,0.0,52.0,9.0,3.2,8.6,7.9
CA,6001,Alameda County,6001435200,6001435200,0.4219,5.6,134167.0,1.0,12.1,2.2,2.1,48.91,16.8,6.2,10.0,5.5
CA,6001,Alameda County,6001435300,6001435300,0.784,8.6,89205.0,10.8,36.9,4.3,4.47,6.72,13.3,3.8,2.7,11.0
CA,6001,Alameda County,6001435400,6001435400,0.6732,16.8,80816.0,2.5,32.0,18.6,3.0,3.8,15.3,6.5,13.3,4.2
CA,6001,Alameda County,6001435500,6001435500,0.7434,17.2,75139.0,4.7,40.5,10.8,7.63,41.42,11.6,5.5,11.0,11.8
CA,6001,Alameda County,6001435601,6001435601,0.7834,10.2,81788.0,4.6,31.6,8.2,4.19,46.06,12.2,2.0,12.9,14.9
CA,6001,Alameda County,6001435602,6001435602,0.7857,9.3,86099.0,4.0,30.4,6.5,14.28,90.85,17.5,6.8,5.8,10.6
CA,6001,Alameda County,6001435700,6001435700,0.4907,5.7,98125.0,0.9,21.8,1.8,0.0,26.56,19.4,7.4,9.3,12.2
CA,6001,Alameda County,6001435800,6001435800,0.4428,5.4,100882.0,3.3,17.7,0.0,2.25,3.68,16.9,5.2,8.3,13.4
CA,6001,Alameda County,6001435900,6001435900,0.307,3.2,113750.0,3.9,15.1,4.6,3.99,84.8,10.9,7.8,8.2,9.8
CA,6001,Alameda County,6001436000,6001436000,0.2817,4.8,111806.0,4.0,10.8,2.3,8.37,100.0,10.0,7.6,2.5,7.3
CA,6001,Alameda County,6001436100,6001436100,0.6565,6.6,104531.0,4.7,21.9,13.4,0.0,27.29,12.6,3.6,11.7,16.7
CA,6001,Alameda County,6001436200,6001436200,0.7644,10.9,72740.0,3.5,44.3,6.1,1.76,20.44,11.2,3.7,14.2,15.5
CA,6001,Alameda County,6001436301,6001436301,0.5332,9.6,149063.0,2.0,23.3,5.9,0.0,18.8,10.5,5.2,4.9,13.1
CA,6001,Alameda County,6001436302,6001436302,0.5721,6.1,90833.0,8.5,21.1,9.7,2.96,33.53,19.1,4.7,7.6,5.4
CA,6001,Alameda County,6001436402,6001436402,0.1763,1.8,152917.0,1.3,7.7,1.1,3.62,97.82,9.9,8.2,6.5,3.0
CA,6001,Alameda County,6001436403,6001436403,0.5762,20.4,75179.0,10.2,40.4,6.4,0.0,50.26,10.7,8.7,8.7,10.4
CA,6001,Alameda County,6001436404,6001436404,0.0412,1.6,150903.0,3.7,13.9,1.5,1.34,34.82,8.6,2.5,4.6,1.4
CA,6001,Alameda County,6001436500,6001436500,0.7139,12.6,85319.0,9.1,31.3,5.4,7.11,26.99,5.5,6.8,6.9,10.1
CA,6001,Alameda County,6001436601,6001436601,0.7186,13.0,77982.0,2.5,39.8,5.7,0.0,2.34,8.6,2.8,12.3,11.2
CA,6001,Alameda County,6001436602,6001436602,0.8498,10.7,92125.0,4.6,33.1,8.0,0.06,75.86,9.9,7.9,11.2,17.2
CA,6001,Alameda County,6001436700,6001436700,0.6803,10.0,100242.0,6.8,29.7,1.7,10.33,88.23,9.1,1.4,4.5,10.1
CA,6001,Alameda County,6001436800,6001436800,0.6644,10.5,103567.0,6.0,18.7,6.4,0.92,2.94,14.7,5.5,4.3,14.6
CA,6001,Alameda County,6001436900,6001436900,0.5933,11.9,96719.0,4.3,35.7,3.2,0.25,7.93,6.1,3.1,12.8,17.0
CA,6001,Alameda County,6001437000,6001437000,0.528,5.2,115273.0,4.4,17.7,6.2,5.35,19.25,15.3,5.0,10.0,10.9
CA,6001,Alameda County,6001437101,6001437101,0.4481,4.7,140682.0,5.0,13.9,4.0,0.0,79.35,8.8,6.0,9.5,9.8
CA,6001,Alameda County,6001437102,6001437102,0.8207,10.3,82443.0,6.7,38.2,10.3,5.44,7.78,14.5,7.5,9.1,14.6
CA,6001,Alameda County,6001437200,6001437200,0.7253,12.3,100946.0,8.7,25.6,5.8,0.6,50.68,9.1,9.0,3.4,9.1
CA,6001,Alameda County,6001437300,6001437300,0.7655,19.1,59847.0,5.7,34.2,20.3,0.18,8.88,10.7,8.7,22.9,10.8
CA,6001,Alameda County,6001437400,6001437400,0.5771,10.0,88750.0,7.7,28.3,4.0,3.64,19.42,11.3,9.6,5.0,11.7
CA,6001,Alameda County,6001437500,6001437500,0.8121,19.0,84531.0,2.7,37.5,11.7,0.55,83.13,9.2,3.4,5.3,14.3
CA,6001,Alameda County,6001437600,6001437600,0.649,9.4,112742.0,3.1,22.9,9.3,2.65,65.13,11.4,5.1,9.1,11.1
CA,6001,Alameda County,6001437701,6001437701,0.8181,9.5,69592.0,11.2,47.4,3.3,0.34,66.94,6.2,3.3,10.3,18.5
CA,6001,Alameda County,6001437702,6001437702,0.7205,12.9,82034.0,10.4,36.3,2.1,0.74,34.36,7.1,3.0,9.5,28.3
CA,6001,Alameda County,6001437800,6001437800,0.5133,8.3,145962.0,4.3,19.5,7.5,0.37,14.95,9.7,7.9,5.7,8.5
CA,6001,Alameda County,6001437900,6001437900,0.8023,12.0,88700.0,5.6,37.0,7.9,0.0,18.03,10.5,7.1,6.4,11.7
CA,6001,Alameda County,6001438000,6001438000,0.4353,3.6,110481.0,5.6,15.7,7.7,0.0,0.0,8.5,4.5,12.8,7.5
CA,6001,Alameda County,6001438100,6001438100,0.21,6.5,154318.0,2.6,10.3,0.8,0.0,19.4,5.4,3.2,2.1,10.2
CA,6001,Alameda County,6001438201,6001438201,0.7153,9.4,105504.0,6.5,22.0,5.8,5.82,32.12,13.9,6.2,4.7,12.0
CA,6001,Alameda County,6001438203,6001438203,0.5374,3.2,128568.0,3.0,19.4,7.0,4.82,89.19,9.5,7.2,4.6,8.8
CA,6001,Alameda County,6001438204,6001438204,0.5879,3.6,98194.0,4.7,18.9,4.2,2.45,100.0,10.2,7.2,9.4,10.3
CA,6001,Alameda County,6001438300,6001438300,0.398,4.7,120469.0,2.3,15.5,1.7,2.1,15.17,12.4,6.6,3.2,6.6
CA,6001,Alameda County,6001438400,6001438400,0.4925,3.4,98625.0,0.3,15.3,6.1,4.97,87.54,12.0,5.9,7.8,12.8
CA,6001,Alameda County,6001440100,6001440100,0.4989,3.7,104271.0,1.8,22.4,16.0,23.07,89.3,15.1,5.2,13.8,2.4
CA,6001,Alameda County,6001440200,6001440200,0.4064,6.4,114653.0,3.5,20.0,1.7,0.0,78.57,8.8,1.4,6.7,13.1
CA,6001,Alameda County,6001440301,6001440301,0.5858,4.7,122093.0,3.4,19.4,7.2,1.14,57.17,12.3,5.6,3.9,6.2
CA,6001,Alameda County,6001440304,6001440304,0.3248,4.3,135392.0,3.2,14.4,3.1,0.0,38.6,10.0,0.5,12.4,12.9
CA,6001,Alameda County,6001440305,6001440305,0.254,3.2,156528.0,6.6,12.3,0.5,2.06,77.56,13.7,3.7,2.7,3.0
CA,6001,Alameda County,6001440306,6001440306,0.3288,7.5,108155.0,4.7,16.5,1.1,11.89,3.34,6.4,5.3,10.0,6.1
CA,6001,Alameda County,6001440307,6001440307,0.5208,6.7,117938.0,2.0,20.3,6.2,7.0,100.0,11.8,2.8,8.2,10.8
CA,6001,Alameda County,6001440308,6001440308,0.6544,12.4,108403.0,2.9,22.2,20.0,6.04,30.31,14.0,4.4,10.7,16.1
CA,6001,Alameda County,6001440331,6001440331,0.4111,8.7,128929.0,1.5,15.0,3.9,2.27,26.74,9.9,3.1,4.2,7.9
CA,6001,Alameda County,6001440332,6001440332,0.0602,5.3,184620.0,1.9,8.9,2.7,3.72,100.0,7.1,2.8,2.1,8.1
CA,6001,Alameda County,6001440333,6001440333,0.4041,6.8,113313.0,4.4,19.0,2.7,0.55,0.0,9.9,7.8,1.7,9.4
CA,6001,Alameda County,6001440334,6001440334,0.3409,6.7,146523.0,3.5,11.9,3.2,0.58,30.38,11.2,2.6,1.3,7.6
CA,6001,Alameda County,6001440336,6001440336,0.4718,4.8,155625.0,1.1,17.2,5.7,0.0,15.94,12.3,5.4,2.6,7.6
CA,6001,Alameda County,6001440337,6001440337,0.0244,3.3,250001.0,0.0,6.1,0.0,2.82,97.78,2.6,7.6,1.6,7.5
CA,6001,Alameda County,6001440338,6001440338,0.3423,17.1,144850.0,0.9,12.9,5.4,5.35,92.96,0.8,9.3,0.0,8.4
CA,6001,Alameda County,6001441100,6001441100,0.4494,8.9,154432.0,1.2,21.4,4.1,7.85,100.0,10.3,8.2,6.1,1.6
CA,6001,Alameda County,6001441200,6001441200,0.1787,4.7,158446.0,2.7,16.9,1.5,1.09,100.0,6.8,5.3,1.9,2.8
CA,6001,Alameda County,6001441301,6001441301,0.1552,6.6,160714.0,0.0,13.7,3.5,1.98,65.78,7.2,3.5,4.2,5.1
CA,6001,Alameda County,6001441302,6001441302,0.2445,5.3,208590.0,4.6,12.8,4.2,0.0,55.02,7.2,4.0,0.6,4.1
CA,6001,Alameda County,6001441401,6001441401,0.2638,5.6,172083.0,2.8,15.1,2.6,0.48,27.55,3.8,3.9,3.5,6.5
CA,6001,Alameda County,6001441402,6001441402,0.2249,3.1,180938.0,1.1,10.1,3.8,5.58,60.77,9.8,6.1,4.3,3.8
CA,6001,Alameda County,6001441501,6001441501,0.2105,3.4,184967.0,1.1,16.1,0.5,0.0,75.75,7.1,5.5,1.7,7.8
CA,6001,Alameda County,6001441503,6001441503,0.1513,4.1,221094.0,2.1,6.9,1.0,0.81,67.72,5.2,7.2,1.9,3.8
CA,6001,Alameda County,6001441521,6001441521,0.3716,6.5,229318.0,1.4,16.6,2.9,10.08,67.12,5.3,4.1,8.6,11.5
CA,6001,Alameda County,6001441522,6001441522,0.1778,4.3,178182.0,2.8,10.7,2.6,2.21,18.31,5.5,1.7,4.5,8.7
CA,6001,Alameda County,6001441523,6001441523,0.0435,2.9,178417.0,0.7,3.5,1.1,0.33,100.0,4.0,3.0,0.0,3.5
CA,6001,Alameda County,6001441524,6001441524,0.0423,1.2,247656.0,0.7,6.0,3.0,1.36,100.0,2.5,2.0,1.9,2.2
CA,6001,Alameda County,6001441525,6001441525,0.4269,6.4,186354.0,2.2,11.9,10.7,7.08,46.19,1.9,2.2,3.4,8.1
CA,6001,Alameda County,6001441601,6001441601,0.0667,4.5,189667.0,2.2,11.5,1.6,0.87,12.32,6.5,3.1,1.6,3.2
CA,6001,Alameda County,6001441602,6001441602,0.3955,3.3,121667.0,4.7,20.8,5.3,0.0,51.13,8.7,1.1,3.3,5.8
CA,6001,Alameda County,6001441701,6001441701,0.6451,19.3,133606.0,8.0,27.8,12.4,3.86,51.81,4.6,15.8,0.0,9.5
CA,6001,Alameda County,6001441702,6001441702,0.5069,10.1,99181.0,4.8,32.2,7.2,1.91,94.77,8.4,4.0,9.3,8.8
CA,6001,Alameda County,6001441800,6001441800,0.3191,7.1,152667.0,3.4,12.1,6.1,1.1,32.96,11.1,1.5,4.3,5.3
CA,6001,Alameda County,6001441921,6001441921,0.2322,2.8,163468.0,5.6,10.7,0.0,0.0,52.49,4.9,7.9,0.0,10.1
CA,6001,Alameda County,6001441923,6001441923,0.477,5.4,132810.0,1.1,22.4,10.2,7.12,100.0,7.3,4.6,10.7,5.9
CA,6001,Alameda County,6001441924,6001441924,0.1895,11.4,177589.0,3.9,15.6,2.7,0.0,94.07,4.9,4.1,3.9,8.5
CA,6001,Alameda County,6001441926,6001441926,0.3433,4.2,112941.0,3.2,27.2,6.6,1.39,39.31,5.1,4.2,6.1,8.9
CA,6001,Alameda County,6001441927,6001441927,0.3923,6.7,131792.0,3.0,22.6,15.0,0.92,11.49,8.6,1.8,7.3,4.1
CA,6001,Alameda County,6001441928,6001441928,0.232,4.2,151902.0,2.2,16.8,5.2,4.26,23.31,8.8,0.3,4.4,5.0
CA,6001,Alameda County,6001441929,6001441929,0.0779,6.5,126111.0,0.8,20.3,17.5,3.41,53.56,4.7,1.9,2.5,0.2
CA,6001,Alameda County,6001442000,6001442000,0.1446,5.5,189821.0,2.9,18.4,0.0,0.0,53.46,9.0,3.4,3.1,3.0
CA,6001,Alameda County,6001442100,6001442100,0.0591,1.3,227949.0,1.6,6.7,0.4,1.14,59.85,5.6,2.7,6.8,5.5
CA,6001,Alameda County,6001442200,6001442200,0.096,2.3,231679.0,0.7,6.8,2.9,0.0,78.09,5.6,3.0,2.6,4.6
CA,6001,Alameda County,6001442301,6001442301,0.3054,5.6,148590.0,1.8,15.5,4.5,3.17,31.8,7.1,1.6,5.2,10.5
CA,6001,Alameda County,6001442302,6001442302,0.452,7.2,147684.0,2.5,26.8,10.9,0.0,0.0,7.8,0.6,7.1,8.5
CA,6001,Alameda County,6001442400,6001442400,0.2947,7.4,124886.0,2.9,15.2,2.1,0.0,49.98,6.3,2.9,4.0,10.4
CA,6001,Alameda County,6001442501,6001442501,0.698,3.5,91867.0,8.8,21.5,4.8,6.64,8.92,11.9,2.4,14.3,9.8
CA,6001,Alameda County,6001442502,6001442502,0.3681,0.3,157760.0,6.4,7.9,1.9,0.4,99.07,15.7,2.8,5.2,14.6
CA,6001,Alameda County,6001442601,6001442601,0.4377,1.9,159000.0,0.4,22.1,5.4,0.0,10.44,6.8,0.8,5.9,8.2
CA,6001,Alameda County,6001442602,6001442602,0.6508,14.0,136513.0,4.0,29.2,11.1,11.37,77.55,10.3,3.2,5.7,6.5
CA,6001,Alameda County,6001442700,6001442700,0.2278,5.8,191760.0,1.3,9.4,5.2,0.0,50.46,6.1,2.9,4.1,7.5
CA,6001,Alameda County,6001442800,6001442800,0.2402,1.9,169310.0,5.3,10.7,0.3,1.03,13.29,7.9,4.8,0.8,8.2
CA,6001,Alameda County,6001442900,6001442900,0.3396,2.6,172578.0,4.3,9.5,3.0,0.0,60.32,8.5,7.0,2.6,6.4
CA,6001,Alameda County,6001443001,6001443001,0.2658,6.1,149803.0,0.7,21.7,3.1,0.58,61.03,10.4,2.7,5.5,4.8
CA,6001,Alameda County,6001443002,6001443002,0.5186,8.3,134309.0,3.5,21.5,1.1,0.0,100.0,7.3,6.5,3.2,13.3
CA,6001,Alameda County,6001443102,6001443102,0.0739,3.1,229008.0,0.8,6.9,0.7,3.51,80.03,5.7,3.4,2.4,6.1
CA,6001,Alameda County,6001443103,6001443103,0.2261,2.5,233906.0,4.4,8.7,2.6,0.57,100.0,4.7,5.6,5.3,5.7
CA,6001,Alameda County,6001443104,6001443104,0.1363,3.6,205515.0,1.6,12.7,2.6,11.95,100.0,5.2,2.5,1.3,4.4
CA,6001,Alameda County,6001443105,6001443105,0.2041,4.5,225795.0,1.5,8.7,3.3,1.76,88.49,6.9,7.7,2.2,8.3
CA,6001,Alameda County,6001443200,6001443200,0.143,2.9,250001.0,0.3,8.0,0.7,2.64,99.96,8.5,6.2,4.3,8.4
CA,6001,Alameda County,6001443301,6001443301,0.0856,2.5,240927.0,0.7,5.8,2.9,6.27,95.91,8.1,3.5,6.0,8.2
CA,6001,Alameda County,6001443321,6001443321,0.4271,7.6,132188.0,3.3,15.4,2.3,6.49,0.0,3.1,4.7,1.1,10.0
CA,6001,Alameda County,6001443322,6001443322,0.1269,3.5,203906.0,1.7,5.9,4.7,0.0,62.09,7.6,7.7,7.0,4.9
CA,6001,Alameda County,6001444100,6001444100,0.2857,3.9,158011.0,2.9,19.4,6.1,0.61,39.49,13.4,2.1,1.3,9.3
CA,6001,Alameda County,6001444200,6001444200,0.3999,4.7,161307.0,5.4,14.8,1.6,0.0,42.02,11.0,4.7,4.2,11.4
CA,6001,Alameda County,6001444301,6001444301,0.2929,1.9,184583.0,1.2,10.2,3.4,0.7,92.98,5.9,7.1,3.0,5.0
CA,6001,Alameda County,6001444303,6001444303,0.4999,10.0,90230.0,5.8,28.3,4.5,0.0,0.0,10.5,5.8,7.2,6.0
CA,6001,Alameda County,6001444304,6001444304,0.1194,4.0,189750.0,1.8,14.8,0.8,3.4,29.26,5.5,2.9,3.6,6.9
CA,6001,Alameda County,6001444400,6001444400,0.689,6.1,109107.0,9.3,12.9,8.5,0.0,47.31,9.1,6.0,8.0,11.9
CA,6001,Alameda County,6001444500,6001444500,0.3989,4.8,148750.0,4.9,13.1,0.7,6.09,17.57,6.7,5.1,4.0,9.0
CA,6001,Alameda County,6001444601,6001444601,0.0765,2.8,213021.0,2.9,3.9,1.1,0.0,73.22,7.8,4.7,5.2,5.1
CA,6001,Alameda County,6001444602,6001444602,0.2126,3.2,175250.0,0.8,9.0,5.0,3.97,0.0,8.2,5.3,1.3,6.7
CA,6001,Alameda County,6001450101,6001450101,0.093,6.0,166898.0,0.7,16.2,2.8,12.62,16.46,5.0,2.3,2.6,5.1
CA,6001,Alameda County,6001450102,6001450102,0.454,7.7,189975.0,4.9,16.5,3.5,3.88,75.63,3.9,2.7,4.1,6.9
CA,6001,Alameda County,6001450200,6001450200,0.1592,7.1,107111.0,0.6,29.4,4.0,8.47,79.55,5.3,5.0,0.7,9.0
CA,6001,Alameda County,6001450300,6001450300,0.2101,4.2,136875.0,3.9,10.8,5.5,0.0,11.11,10.8,4.7,1.4,2.3
CA,6001,Alameda County,6001450400,6001450400,0.2936,5.0,151272.0,0.9,17.7,1.0,7.59,43.6,12.2,4.0,4.5,3.0
CA,6001,Alameda County,6001450501,6001450501,0.035,2.1,186000.0,1.8,9.0,3.5,0.0,49.96,4.0,3.2,4.4,2.5
CA,6001,Alameda County,6001450502,6001450502,0.0781,5.6,202003.0,0.5,6.8,1.8,5.24,94.18,7.2,3.2,4.1,4.0
CA,6001,Alameda County,6001450601,6001450601,0.0446,2.0,230517.0,1.1,7.2,0.4,0.04,100.0,8.4,5.7,0.7,6.9
CA,6001,Alameda County,6001450603,6001450603,0.0447,4.4,202238.0,3.3,16.1,0.0,0.0,17.39,6.3,1.9,0.7,4.0
CA,6001,Alameda County,6001450604,6001450604,0.1586,1.9,180125.0,2.5,7.7,2.5,1.69,0.0,10.5,1.4,2.9,2.9
CA,6001,Alameda County,6001450605,6001450605,0.1092,1.8,182500.0,0.8,5.4,2.0,0.0,25.11,9.1,3.5,1.4,1.2
CA,6001,Alameda County,6001450606,6001450606,0.04,3.4,235150.0,1.1,9.5,2.0,5.97,76.25,5.8,3.3,0.0,3.2
CA,6001,Alameda County,6001450607,6001450607,0.4184,5.5,98214.0,1.0,33.3,11.7,2.43,48.97,15.8,1.1,6.3,8.9
CA,6001,Alameda County,6001450608,6001450608,0.0946,7.2,250001.0,2.6,12.0,2.6,0.0,24.87,7.5,3.8,2.8,5.0
CA,6001,Alameda County,6001450609,6001450609,0.1848,2.7,152857.0,3.8,13.2,3.3,1.76,44.43,11.4,6.8,5.0,2.4
CA,6001,Alameda County,6001450701,6001450701,0.0975,3.3,250001.0,2.6,5.3,0.0,0.62,78.25,7.6,5.7,2.1,3.6
CA,6001,Alameda County,6001450741,6001450741,0.5079,15.7,165000.0,5.2,21.9,7.9,5.16,91.45,7.0,2.3,3.6,10.3
CA,6001,Alameda County,6001450742,6001450742,0.1596,1.2,172760.0,0.1,13.0,5.9,11.59,97.35,5.8,3.8,6.7,2.6
CA,6001,Alameda County,6001450743,6001450743,0.2171,6.7,155274.0,1.7,13.4,3.9,0.0,9.44,5.8,4.5,0.2,3.7
CA,6001,Alameda County,6001450744,6001450744,0.2972,8.9,193214.0,1.6,16.6,3.7,5.84,39.89,10.3,7.4,2.4,3.4
CA,6001,Alameda County,6001450745,6001450745,0.1333,8.1,200729.0,0.1,17.3,4.4,0.0,63.45,2.2,8.6,0.4,6.8
CA,6001,Alameda County,6001450746,6001450746,0.116,0.9,171736.0,0.9,16.1,5.5,4.0,43.03,9.8,4.5,7.1,0.5
CA,6001,Alameda County,6001450750,6001450750,0.1834,3.5,153929.0,1.0,12.0,5.9,0.0,2.01,7.7,3.4,3.2,5.8
CA,6001,Alameda County,6001450751,6001450751,0.0351,0.5,250001.0,2.0,4.4,0.2,0.0,82.74,2.0,3.0,0.9,4.1
CA,6001,Alameda County,6001450752,6001450752,0.0604,1.9,250001.0,1.6,4.7,1.9,0.0,100.0,3.8,3.4,0.4,3.8
CA,6001,Alameda County,6001451102,6001451102,0.0145,2.7,246100.0,1.4,6.0,0.6,0.61,70.22,7.4,5.4,1.7,1.0
CA,6001,Alameda County,6001451103,6001451103,0.0601,0.0,250001.0,0.9,3.4,0.0,0.55,73.88,8.4,5.9,3.4,3.8
CA,6001,Alameda County,6001451104,6001451104,0.1909,3.8,177210.0,3.7,10.7,5.2,3.01,0.0,5.2,3.3,4.7,1.9
CA,6001,Alameda County,6001451201,6001451201,0.3575,7.1,109593.0,1.6,27.3,5.6,5.12,74.72,11.4,4.4,4.8,2.2
CA,6001,Alameda County,6001451202,6001451202,0.0613,2.4,170459.0,2.5,14.7,1.1,0.89,60.3,10.1,2.3,0.3,1.8
CA,6001,Alameda County,6001451300,6001451300,0.1695,3.0,119928.0,1.5,16.6,9.1,0.0,93.48,7.9,4.0,9.8,2.5
CA,6001,Alameda County,6001451401,6001451401,0.5039,7.8,113639.0,11.0,25.5,2.3,2.7,23.67,7.7,3.8,7.6,14.4
CA,6001,Alameda County,6001451403,6001451403,0.103,2.4,180197.0,1.2,11.0,1.8,9.26,53.96,11.5,2.3,8.8,2.2
CA,6001,Alameda County,6001451404,6001451404,0.5719,8.8,105387.0,8.4,29.4,7.8,0.0,18.96,8.8,5.4,6.6,14.3
CA,6001,Alameda County,6001451501,6001451501,0.3345,7.4,168580.0,0.8,25.5,6.4,9.66,93.03,11.8,3.7,4.8,4.6
CA,6001,Alameda County,6001451503,6001451503,0.169,3.1,166898.0,1.2,16.5,6.8,1.32,100.0,11.9,0.8,5.5,3.3
CA,6001,Alameda County,6001451504,6001451504,0.0796,2.7,162083.0,1.4,22.4,5.2,4.03,94.13,8.4,3.9,1.9,3.8
CA,6001,Alameda County,6001451505,6001451505,0.0002,0.8,221417.0,0.4,4.5,0.0,0.0,98.69,5.6,2.9,0.0,0.4
CA,6001,Alameda County,6001451506,6001451506,0.1706,2.6,123571.0,1.5,14.8,0.3,1.45,96.4,6.3,1.6,4.5,5.2
CA,6001,Alameda County,6001451601,6001451601,0.1708,3.9,194662.0,2.3,9.1,1.1,0.0,72.17,9.6,4.2,1.0,1.1
CA,6001,Alameda County,6001451602,6001451602,0.1614,3.9,140909.0,0.5,13.9,6.2,0.0,38.03,10.2,1.9,6.8,0.6
CA,6001,Alameda County,6001451701,6001451701,0.0752,2.7,186991.0,3.9,6.0,6.6,1.36,40.79,9.3,3.6,3.4,0.0
CA,6001,Alameda County,6001451703,6001451703,0.0506,2.7,194607.0,0.4,9.9,1.9,8.03,100.0,8.6,1.3,1.3,0.5
CA,6001,Alameda County,6001451704,6001451704,0.0767,2.7,149875.0,0.3,15.6,1.3,6.59,43.74,8.1,6.0,2.2,1.2
CA,6001,Alameda County,6001981900,6001981900,0.0,0.0,90230.0,0.0,0.0,0.0,14.87,100.0,0.0,0.0,0.0,0.0
CA,6001,Alameda County,6001982000,6001982000,0.0644,0.0,129167.0,0.0,0.0,12.5,2.67,100.0,22.0,0.0,0.0,0.0
CA,6001,Alameda County,6001982100,6001982100,0.1184,37.5,90230.0,0.9,60.0,0.0,4.57,59.81,17.4,4.5,60.0,0.0
CA,6001,Alameda County,6001983200,6001983200,0.083,12.2,176103.0,2.8,11.2,2.1,0.0,7.07,8.8,0.1,1.5,0.5
CA,6003,Alpine County,6003010000,6003010000,0.5189,13.7,101125.0,6.4,11.5,3.4,4.25,100.0,13.5,4.9,10.1,1.7
CA,6005,Amador County,6005000101,6005000101,0.1746,6.5,82522.0,2.4,25.6,2.7,8.04,90.32,20.3,7.1,3.9,0.3
CA,6005,Amador County,6005000102,6005000102,0.4231,7.2,55833.0,9.3,40.0,2.9,4.5,95.76,19.0,4.8,9.2,0.0
CA,6005,Amador County,6005000201,6005000201,0.4873,12.1,76193.0,9.2,22.0,5.4,2.04,96.4,13.4,3.8,4.7,1.4
